Pclass,Sex,Age,Parch,Fare,Cabin,Embarked,Title,relatives,Alone,Survived
1,1,2.118230121720727,-0.4884406035463855,2.12699692097343,-2.4054160679511756,1,3.0,-0.5899021075319003,1,1
3,1,-0.11116184942482385,0.840373789507755,-0.34527896136672703,0.4494861564478739,0,6.0,0.727334498175533,0,0
3,0,-0.8542925064733409,-0.4884406035463855,-0.46924753952023157,0.4494861564478739,0,5.0,-0.5899021075319003,1,0
1,0,0.9292210704430999,-0.4884406035463855,0.3686715178158304,-0.9641062070895196,0,5.0,0.06871619532181635,0,1
3,1,-0.8542925064733409,0.840373789507755,-0.4397757643365682,0.4494861564478739,0,6.0,0.06871619532181635,0,1
3,0,1.3007863989673585,-0.4884406035463855,-0.44632504771071563,0.4494861564478739,0,5.0,-0.5899021075319003,1,0
3,0,-0.557040243653934,-0.4884406035463855,-0.4669871011442401,0.4494861564478739,0,5.0,-0.5899021075319003,1,0
3,0,0.11177734768973124,-0.4884406035463855,-0.46924753952023157,0.4494861564478739,0,5.0,-0.5899021075319003,1,0
2,0,1.8209778589013204,-0.4884406035463855,-0.3527638566514669,0.4494861564478739,0,0.0,-0.5899021075319003,1,0
3,0,-0.25978798083452725,-0.4884406035463855,-0.4641016740119729,0.4494861564478739,0,5.0,-0.5899021075319003,1,0
3,0,-1.0029186378830441,0.840373789507755,-0.23581236782740603,0.4494861564478739,0,5.0,0.727334498175533,0,0
3,1,-1.0029186378830441,2.1691881825618955,0.2628687805183895,0.4494861564478739,0,3.0,4.0204260124441165,0,0
1,0,0.5576557419188415,-0.4884406035463855,-0.05336804526187107,-0.6869312338468934,0,5.0,-0.5899021075319003,1,1
3,0,0.8549080047382482,-0.4884406035463855,-0.35073732125312357,0.4494861564478739,0,5.0,0.727334498175533,0,0
1,0,0.6319688076236931,-0.4884406035463855,-0.6147351916173633,0.4494861564478739,0,1.0,-0.5899021075319003,1,0
3,0,0.7062818733285449,-0.4884406035463855,-0.4664407037884541,0.4494861564478739,0,5.0,-0.5899021075319003,1,1
3,1,1.0035341361479517,7.484445754778458,0.2628687805183895,0.4494861564478739,0,6.0,4.0204260124441165,0,0
3,0,1.4494125303770617,-0.4884406035463855,-0.6147351916173633,0.4494861564478739,0,5.0,-0.5899021075319003,1,0
3,0,-1.0029186378830441,-0.4884406035463855,-0.4641016740119729,0.4494861564478739,0,5.0,-0.5899021075319003,1,1
1,0,0.03746428198487954,-0.4884406035463855,-0.09547058123853298,-2.1282410947085495,1,5.0,-0.5899021075319003,1,0
1,1,0.03746428198487954,-0.4884406035463855,1.1348590811905874,-2.516286057248226,0,3.0,-0.5899021075319003,1,1
3,1,-1.523110097817006,2.1691881825618955,0.028497996914971548,0.4494861564478739,0,3.0,2.044571103882966,0,0
2,1,-1.9689884920461163,2.1691881825618955,0.16330470344077946,0.4494861564478739,1,3.0,1.3859528010292494,0,1
3,0,-0.6313533093587858,-0.4884406035463855,-0.4664407037884541,0.4494861564478739,0,5.0,-0.5899021075319003,1,0
3,0,-0.7799794407684891,-0.4884406035463855,-0.46924753952023157,0.4494861564478739,0,5.0,-0.5899021075319003,1,0
1,0,0.9292210704430999,-0.4884406035463855,-0.6147351916173633,0.4494861564478739,0,5.0,-0.5899021075319003,1,0
2,0,-1.5974231635218579,0.840373789507755,0.07293956266811469,0.4494861564478739,0,2.0,0.727334498175533,0,1
3,0,1.0778472018528034,-0.4884406035463855,-0.4669871011442401,0.4494861564478739,0,5.0,-0.5899021075319003,1,0
3,0,-0.7799794407684891,-0.4884406035463855,-0.4669871011442401,0.4494861564478739,0,5.0,-0.5899021075319003,1,0
2,1,0.03746428198487954,-0.4884406035463855,-0.383639049701019,0.4494861564478739,2,3.0,-0.5899021075319003,1,1
3,0,0.40902961050913805,-0.4884406035463855,-0.4697153454755278,0.36633366447508603,2,5.0,-0.5899021075319003,1,0
3,0,-0.40841411224423063,-0.4884406035463855,-0.31346815640658243,0.4494861564478739,0,5.0,0.06871619532181635,0,0
2,1,0.18609041339458293,-0.4884406035463855,-0.3714760948633167,0.4494861564478739,0,6.0,-0.5899021075319003,1,1
1,0,0.7805949390333965,-0.4884406035463855,-0.034655807050021324,-3.375528474300367,1,5.0,-0.5899021075319003,1,1
2,1,0.33471654480428636,0.840373789507755,-0.18435371274481926,0.4494861564478739,0,6.0,0.06871619532181635,0,1
3,0,0.03746428198487954,-0.4884406035463855,-0.4795392705367489,0.4494861564478739,1,5.0,-0.5899021075319003,1,0
3,0,0.48334267621398974,-0.4884406035463855,-0.47447199642898,0.4494861564478739,0,5.0,-0.5899021075319003,1,0
2,1,0.48334267621398974,-0.4884406035463855,-0.3714760948633167,0.4494861564478739,0,3.0,-0.5899021075319003,1,1
2,0,-0.33410104653937894,-0.4884406035463855,-0.3714760948633167,0.4494861564478739,0,5.0,-0.5899021075319003,1,0
1,0,-1.0029186378830441,-0.4884406035463855,3.642766807533749,0.4494861564478739,1,5.0,-0.5899021075319003,1,0
1,1,-1.077231703587896,-0.4884406035463855,0.8672740747611363,0.4494861564478739,1,6.0,-0.5899021075319003,1,1
3,0,-0.7799794407684891,-0.4884406035463855,-0.4641016740119729,0.4494861564478739,0,5.0,-0.5899021075319003,1,1
3,1,0.6319688076236931,-0.4884406035463855,-0.4672977242985568,0.4494861564478739,2,3.0,-0.5899021075319003,1,1
2,0,-0.7799794407684891,-0.4884406035463855,-0.418256690392941,0.4494861564478739,0,5.0,-0.5899021075319003,1,0
3,1,0.03746428198487954,-0.4884406035463855,-0.34418803787897617,0.4494861564478739,1,6.0,0.06871619532181635,0,0
1,1,0.18609041339458293,-0.4884406035463855,2.12699692097343,-2.460851062599701,1,6.0,0.06871619532181635,0,1
3,0,-1.0029186378830441,-0.4884406035463855,-0.46924753952023157,0.4494861564478739,0,5.0,-0.5899021075319003,1,0
3,0,-0.036848783719972154,-0.4884406035463855,-0.4669871011442401,0.4494861564478739,1,5.0,-0.5899021075319003,1,0
1,1,-0.7799794407684891,2.1691881825618955,-0.12291582102385298,-0.6314962391983682,0,3.0,0.727334498175533,0,1
2,0,2.0439170560158755,-0.4884406035463855,-0.383639049701019,0.4494861564478739,2,8.0,-0.5899021075319003,1,0
3,1,-1.7460492949315611,2.1691881825618955,-0.029509941541762674,0.4494861564478739,0,3.0,3.3618077095903995,0,0
2,0,-0.4827271779490823,-0.4884406035463855,-0.3331160065290247,0.4494861564478739,1,5.0,-0.5899021075319003,1,0
3,0,-0.40841411224423063,-0.4884406035463855,-0.47790194969321204,0.4494861564478739,0,5.0,-0.5899021075319003,1,0
3,1,-1.077231703587896,-0.4884406035463855,-0.4795392705367489,0.4494861564478739,1,3.0,-0.5899021075319003,1,1
3,0,-1.0029186378830441,3.4980025756160362,0.028497996914971548,0.4494861564478739,0,5.0,2.044571103882966,0,0
1,1,1.8209778589013204,-0.4884406035463855,0.49677175816651126,0.4494861564478739,1,6.0,0.06871619532181635,0,1
1,0,2.564108515949837,4.826816968670177,4.3065834580991185,-1.8510661214659232,0,5.0,2.7031894067366826,0,0
3,0,-0.40841411224423063,-0.4884406035463855,-0.47447199642898,0.4494861564478739,0,5.0,-0.5899021075319003,1,0
1,1,0.11177734768973124,2.1691881825618955,2.4702897719842043,-1.4907386562505092,0,3.0,0.727334498175533,0,1
1,0,0.7062818733285449,-0.4884406035463855,0.12626944157188646,0.4494861564478739,1,0.0,-0.5899021075319003,1,0
3,0,0.6319688076236931,-0.4884406035463855,-0.4526404281072149,0.4494861564478739,0,5.0,-0.5899021075319003,1,0
2,0,0.18609041339458293,-0.4884406035463855,0.7606143169535926,0.4494861564478739,0,5.0,0.727334498175533,0,0
3,1,0.11177734768973124,0.840373789507755,-0.2306665023191474,0.4494861564478739,0,6.0,0.727334498175533,0,1
3,1,-1.820362360636413,-0.4884406035463855,-0.38130001992453777,0.4494861564478739,0,3.0,-0.5899021075319003,1,1
3,0,0.7805949390333965,0.840373789507755,-0.3246954993336923,0.4494861564478739,2,5.0,0.727334498175533,0,0
3,1,-2.1176146234558195,2.1691881825618955,-0.3201727513578882,0.4494861564478739,1,3.0,0.727334498175533,0,1
1,0,3.084299975883799,-0.4884406035463855,0.03372245382372005,-3.264658485003317,1,5.0,-0.5899021075319003,1,0
3,1,-0.8542925064733409,-0.4884406035463855,-0.46924753952023157,0.4494861564478739,0,3.0,-0.5899021075319003,1,0
1,1,0.7062818733285449,0.840373789507755,0.8756945819564687,0.11687618855672248,0,6.0,0.727334498175533,0,1
1,0,0.5576557419188415,-0.4884406035463855,0.37888465743185795,-2.072806100060024,0,5.0,0.06871619532181635,0,0
1,0,0.6319688076236931,-0.4884406035463855,1.0693662474491135,-1.1858461856836204,0,5.0,0.06871619532181635,0,1
2,1,0.03746428198487954,-0.4884406035463855,-0.3714760948633167,0.4494861564478739,0,3.0,-0.5899021075319003,1,1
1,0,0.48334267621398974,-0.4884406035463855,-0.1228372296233632,-0.24345127665869154,0,5.0,-0.5899021075319003,1,1
1,0,1.8209778589013204,0.840373789507755,0.8314869191809734,-0.8809537151167317,0,5.0,0.06871619532181635,0,0
2,1,1.8209778589013204,3.4980025756160362,-0.18435371274481926,0.4494861564478739,0,6.0,2.044571103882966,0,1
3,1,-0.557040243653934,-0.4884406035463855,-0.46924753952023157,0.4494861564478739,0,3.0,-0.5899021075319003,1,1
3,1,0.03746428198487954,-0.4884406035463855,-0.4697153454755278,0.4494861564478739,2,3.0,-0.5899021075319003,1,1
3,0,0.48334267621398974,-0.4884406035463855,-0.6147351916173633,0.4494861564478739,0,5.0,-0.5899021075319003,1,0
3,0,-0.557040243653934,2.1691881825618955,0.6867009760167861,0.4494861564478739,0,5.0,5.996280921005266,0,0
2,1,0.22324694624700878,-0.4884406035463855,-0.3714760948633167,-0.38203876328000463,0,3.0,-0.5899021075319003,1,1
1,1,0.2604034790994346,-0.4884406035463855,1.0693662474491135,-1.435303661601984,2,3.0,0.06871619532181635,0,1
2,1,0.03746428198487954,-0.4884406035463855,-0.22177818916851874,0.4494861564478739,0,6.0,1.3859528010292494,0,1
3,0,-0.18547491512967554,2.1691881825618955,0.6867009760167861,0.4494861564478739,0,5.0,5.996280921005266,0,0
3,0,0.11177734768973124,-0.4884406035463855,-0.4641016740119729,0.4494861564478739,0,5.0,-0.5899021075319003,1,0
3,0,-0.33410104653937894,-0.4884406035463855,-0.46924753952023157,0.4494861564478739,0,5.0,0.06871619532181635,0,1
3,1,-0.6313533093587858,-0.4884406035463855,-0.4697153454755278,0.4494861564478739,2,3.0,-0.5899021075319003,1,0
3,1,-0.33410104653937894,2.1691881825618955,-0.19636135600536322,0.4494861564478739,1,6.0,0.727334498175533,0,1
2,0,-0.40841411224423063,-0.4884406035463855,-0.418256690392941,0.4494861564478739,0,5.0,-0.5899021075319003,1,0
3,0,-0.6313533093587858,-0.4884406035463855,-0.46885832496542507,0.4494861564478739,0,5.0,-0.5899021075319003,1,1
1,1,-0.8542925064733409,-0.4884406035463855,3.642766807533749,-1.5738911482232971,1,6.0,0.06871619532181635,0,1
3,1,-1.8946754263412646,0.840373789507755,-0.3636787052004389,0.4494861564478739,1,3.0,0.06871619532181635,0,1
1,1,-0.40841411224423063,-0.4884406035463855,0.6820229164638237,-2.9320485171121655,1,4.0,-0.5899021075319003,1,1
1,0,1.3007863989673585,-0.4884406035463855,0.10568597953885173,0.08915869123245986,0,5.0,-0.5899021075319003,1,0
1,0,0.48334267621398974,-0.4884406035463855,0.8607247913869887,-1.7401961321688728,0,5.0,0.06871619532181635,0,0
1,0,2.6384215816546885,-0.4884406035463855,-0.11792526709275265,-0.10486379003737846,0,5.0,-0.5899021075319003,1,0
3,0,0.03746428198487954,-0.4884406035463855,-0.4641016740119729,0.4494861564478739,0,5.0,-0.5899021075319003,1,0
3,0,-0.9286055721781925,-0.4884406035463855,-0.4795392705367489,0.4494861564478739,1,5.0,-0.5899021075319003,1,0
1,1,-0.8542925064733409,2.1691881825618955,0.8756945819564687,0.1445936858809851,0,3.0,0.727334498175533,0,1
3,0,-0.18547491512967554,-0.4884406035463855,-0.4669871011442401,0.4494861564478739,0,5.0,-0.5899021075319003,1,0
1,0,-0.557040243653934,-0.4884406035463855,1.923267427441916,0.4494861564478739,1,5.0,-0.5899021075319003,1,0
2,1,-0.036848783719972154,-0.4884406035463855,-0.418256690392941,0.3386161671508234,0,6.0,-0.5899021075319003,1,1
3,1,-1.077231703587896,-0.4884406035463855,-0.46449088856677934,0.4494861564478739,2,3.0,-0.5899021075319003,1,1
1,0,-0.036848783719972154,-0.4884406035463855,-0.05336804526187107,-0.4929087525770551,0,5.0,-0.5899021075319003,1,0
2,0,-0.11116184942482385,-0.4884406035463855,-0.3714760948633167,0.4494861564478739,0,5.0,-0.5899021075319003,1,0
3,0,0.2604034790994346,0.840373789507755,-0.2306665023191474,0.4494861564478739,0,5.0,0.727334498175533,0,0
1,0,-0.9286055721781925,2.1691881825618955,1.4601395316986352,-1.4630211589262467,1,5.0,0.727334498175533,0,1
2,1,0.33471654480428636,-0.4884406035463855,-0.418256690392941,0.3386161671508234,0,6.0,-0.5899021075319003,1,1
3,0,-0.40841411224423063,-0.4884406035463855,-0.4669871011442401,0.4494861564478739,0,5.0,-0.5899021075319003,1,0
3,1,-2.136192889882033,0.840373789507755,-0.25436929446209744,0.4494861564478739,1,3.0,1.3859528010292494,0,1
3,0,1.0035341361479517,-0.4884406035463855,-0.4940412551509325,0.4494861564478739,0,5.0,-0.5899021075319003,1,0
2,0,0.5204992090664156,2.1691881825618955,-0.12821699810927004,0.3108986698265608,0,5.0,0.727334498175533,0,0
3,0,-0.3712575793918048,-0.4884406035463855,-0.4641016740119729,0.4494861564478739,0,5.0,-0.5899021075319003,1,0
3,0,-0.7056663750636374,-0.4884406035463855,-0.4664407037884541,0.4494861564478739,0,5.0,0.06871619532181635,0,1
3,1,-0.18547491512967554,-0.4884406035463855,-0.4664407037884541,0.4494861564478739,0,3.0,-0.5899021075319003,1,1
2,0,0.03746428198487954,-0.4884406035463855,-0.418256690392941,0.4494861564478739,0,5.0,-0.5899021075319003,1,0
3,1,0.11177734768973124,-0.4884406035463855,-0.27791490380406797,0.4494861564478739,0,6.0,0.06871619532181635,0,0
3,0,-0.7056663750636374,-0.4884406035463855,-0.4641016740119729,0.4494861564478739,0,5.0,-0.5899021075319003,1,0
1,0,0.5576557419188415,0.840373789507755,-0.058981716725426,-2.100523597384287,1,5.0,0.06871619532181635,0,0
3,0,0.6319688076236931,-0.4884406035463855,-0.1628346388011921,0.4494861564478739,2,5.0,-0.5899021075319003,1,0
2,0,2.1925431874255787,-0.4884406035463855,-0.3621199757573918,0.4494861564478739,0,5.0,-0.5899021075319003,1,0
1,1,0.9292210704430999,-0.4884406035463855,0.9228643920408994,0.4494861564478739,1,6.0,0.06871619532181635,0,1
3,1,-0.4827271779490823,-0.4884406035463855,-0.4734577931178977,0.4494861564478739,0,3.0,-0.5899021075319003,1,1
1,1,1.9696039903110236,0.840373789507755,0.9413427272751009,-1.6570436401960849,1,6.0,0.06871619532181635,0,1
3,0,-1.077231703587896,-0.4884406035463855,-0.470183151430824,0.4494861564478739,2,5.0,-0.5899021075319003,1,0
2,0,-0.036848783719972154,-0.4884406035463855,-0.09601697859431899,0.4494861564478739,1,5.0,0.06871619532181635,0,0
3,0,0.2604034790994346,-0.4884406035463855,-0.4526404281072149,0.4494861564478739,1,5.0,-0.5899021075319003,1,0
3,1,-0.8542925064733409,-0.4884406035463855,-0.48842758368737754,0.4494861564478739,2,3.0,-0.5899021075319003,1,0
1,0,-0.7799794407684891,-0.4884406035463855,0.1786637085650657,0.4494861564478739,0,5.0,-0.5899021075319003,1,0
3,0,-1.3744839664073027,-0.4884406035463855,-0.26317901621223627,0.4494861564478739,1,5.0,-0.5899021075319003,1,0
3,1,-0.036848783719972154,2.1691881825618955,-0.32945215028714453,0.4494861564478739,1,6.0,0.727334498175533,0,1
3,0,-1.4487970321121544,2.1691881825618955,-0.09266374550675555,0.4494861564478739,0,2.0,2.7031894067366826,0,0
3,1,-0.7799794407684891,-0.4884406035463855,-0.4700278398536657,0.4494861564478739,2,3.0,-0.5899021075319003,1,1
2,0,3.0099869101789474,-0.4884406035463855,-0.418256690392941,0.4494861564478739,0,5.0,-0.5899021075319003,1,0
1,1,-0.9286055721781925,-0.4884406035463855,1.4230275496530735,-1.5461736508990345,1,6.0,0.06871619532181635,0,1
1,1,0.8549080047382482,-0.4884406035463855,1.9020608478764267,-0.07714629271311584,1,3.0,-0.5899021075319003,1,1
1,1,0.9292210704430999,-0.4884406035463855,0.3583011953988232,-1.9896536080872365,0,6.0,0.06871619532181635,0,1
1,0,-0.8542925064733409,-0.4884406035463855,1.4230275496530735,-1.5461736508990345,1,5.0,0.06871619532181635,0,0
2,1,0.7805949390333965,-0.4884406035463855,-0.3200174397807299,0.4494861564478739,0,6.0,-0.5899021075319003,1,1
3,0,-0.25978798083452725,-0.4884406035463855,-0.4669871011442401,0.4494861564478739,0,5.0,-0.5899021075319003,1,0
2,0,0.03746428198487954,-0.4884406035463855,-0.3714760948633167,0.4494861564478739,0,5.0,-0.5899021075319003,1,0
2,1,-1.8946754263412646,0.840373789507755,-0.18435371274481926,0.4494861564478739,0,3.0,0.727334498175533,0,1
2,0,0.33471654480428636,-0.4884406035463855,-0.3714760948633167,-0.5206262499013177,0,5.0,-0.5899021075319003,1,1
1,0,0.7062818733285449,-0.4884406035463855,-0.6147351916173633,-3.292375982327579,0,5.0,-0.5899021075319003,1,0
3,0,-0.7799794407684891,-0.4884406035463855,-0.42441675921228195,0.4494861564478739,0,5.0,-0.5899021075319003,1,0
3,0,0.40902961050913805,-0.4884406035463855,-0.4795392705367489,0.4494861564478739,1,5.0,-0.5899021075319003,1,0
1,0,2.118230121720727,-0.4884406035463855,-0.058981716725426,-2.904331019787903,1,5.0,-0.5899021075319003,1,0
3,1,0.6319688076236931,-0.4884406035463855,-0.1628346388011921,0.4494861564478739,2,3.0,0.06871619532181635,0,1
2,0,1.6723517274916169,-0.4884406035463855,-0.3621199757573918,0.4494861564478739,0,5.0,-0.5899021075319003,1,0
3,0,-0.557040243653934,-0.4884406035463855,-0.44632504771071563,0.4494861564478739,0,5.0,-0.5899021075319003,1,0
1,0,-0.18547491512967554,-0.4884406035463855,0.37888465743185795,0.2000286805295103,0,5.0,0.06871619532181635,0,1
2,0,0.11177734768973124,0.840373789507755,-0.1235389385563076,0.4494861564478739,0,5.0,0.727334498175533,0,0
3,1,1.0035341361479517,-0.4884406035463855,-0.46901363654258343,0.4494861564478739,2,3.0,-0.5899021075319003,1,1
3,0,-0.7056663750636374,-0.4884406035463855,-0.4697153454755278,0.4494861564478739,2,5.0,-0.5899021075319003,1,0
3,1,-0.4827271779490823,-0.4884406035463855,-0.4664407037884541,0.4494861564478739,0,3.0,-0.5899021075319003,1,0
3,0,-2.043301557750968,0.840373789507755,-0.22037477130263003,0.4494861564478739,0,2.0,2.044571103882966,0,0
2,1,-0.11116184942482385,-0.4884406035463855,-0.1656414745329695,0.4494861564478739,1,6.0,0.06871619532181635,0,1
1,1,-0.7799794407684891,-0.4884406035463855,-0.05336804526187107,-2.7657435331665896,0,3.0,-0.5899021075319003,1,1
2,1,-0.036848783719972154,-0.4884406035463855,-0.12821699810927004,0.4494861564478739,0,6.0,0.06871619532181635,0,1
3,1,1.152160267557655,0.840373789507755,-0.34426475805564477,0.4494861564478739,1,6.0,0.06871619532181635,0,0
1,0,3.753117567227464,-0.4884406035463855,-0.05336804526187107,-3.458680966273155,0,5.0,-0.5899021075319003,1,1
2,0,0.48334267621398974,-0.4884406035463855,-0.418256690392941,0.4494861564478739,0,5.0,-0.5899021075319003,1,0
3,1,-1.0029186378830441,-0.4884406035463855,-0.4700278398536657,0.4494861564478739,2,3.0,-0.5899021075319003,1,1
3,0,0.03746428198487954,-0.4884406035463855,-0.31346815640658243,0.4494861564478739,0,5.0,0.06871619532181635,0,0
3,1,0.03746428198487954,-0.4884406035463855,-0.4526404281072149,0.4494861564478739,0,3.0,-0.5899021075319003,1,0
3,1,-0.8542925064733409,-0.4884406035463855,-0.47447199642898,0.4494861564478739,0,3.0,-0.5899021075319003,1,1
3,0,-0.18547491512967554,-0.4884406035463855,-0.45170481619662245,0.4494861564478739,1,5.0,-0.5899021075319003,1,0
2,0,-1.9689884920461163,0.840373789507755,-0.12821699810927004,0.3108986698265608,0,2.0,0.727334498175533,0,1
3,0,-0.25978798083452725,-0.4884406035463855,-0.3246954993336923,0.4494861564478739,2,5.0,-0.5899021075319003,1,0
1,0,0.18609041339458293,-0.4884406035463855,-0.0440119261559462,-2.6825910411938017,1,0.0,-0.5899021075319003,1,1
3,1,2.4897954502449853,-0.4884406035463855,-0.4353316077612539,0.4494861564478739,0,6.0,-0.5899021075319003,1,1
3,0,-0.7799794407684891,-0.4884406035463855,-0.4641016740119729,0.4494861564478739,0,5.0,-0.5899021075319003,1,0
3,0,0.0746208148373054,-0.4884406035463855,-0.4641016740119729,0.4494861564478739,0,5.0,-0.5899021075319003,1,0
3,0,-1.6717362292267095,0.840373789507755,0.1279067624154233,0.4494861564478739,0,2.0,2.7031894067366826,0,0
2,0,0.11177734768973124,-0.4884406035463855,-0.418256690392941,0.4494861564478739,0,5.0,-0.5899021075319003,1,0
3,0,-0.40841411224423063,-0.4884406035463855,-0.31346815640658243,0.4494861564478739,0,5.0,0.06871619532181635,0,0
1,0,2.341169318835282,-0.4884406035463855,-0.009940682819810219,-0.5483437472255803,0,5.0,-0.5899021075319003,1,0
2,0,-0.25978798083452725,-0.4884406035463855,-0.418256690392941,0.4494861564478739,0,5.0,-0.5899021075319003,1,0
3,0,-0.6313533093587858,-0.4884406035463855,-0.4677655302538531,0.4494861564478739,0,5.0,-0.5899021075319003,1,0
1,1,-0.40841411224423063,-0.4884406035463855,0.6820229164638237,-2.9320485171121655,1,9.0,-0.5899021075319003,1,1
3,1,0.11177734768973124,-0.4884406035463855,-0.3246954993336923,0.4494861564478739,2,3.0,0.06871619532181635,0,1
3,1,0.7062818733285449,6.155631361724318,-0.06974125369723959,0.4494861564478739,2,6.0,2.7031894067366826,0,0
3,1,0.40902961050913805,-0.4884406035463855,-0.47946067913625917,0.4494861564478739,1,6.0,-0.5899021075319003,1,1
1,1,0.2604034790994346,-0.4884406035463855,1.0038734137076393,-2.4885685599239635,0,10.0,-0.5899021075319003,1,1
2,1,-0.7799794407684891,-0.4884406035463855,-0.12821699810927004,0.4494861564478739,0,6.0,0.06871619532181635,0,1
3,0,0.03746428198487954,-0.4884406035463855,-0.47946067913625917,0.4494861564478739,1,5.0,-0.5899021075319003,1,0
2,0,-0.6313533093587858,-0.4884406035463855,0.7606143169535926,0.4494861564478739,0,5.0,-0.5899021075319003,1,0
3,0,2.1925431874255787,-0.4884406035463855,-0.47907146458145267,0.4494861564478739,0,5.0,-0.5899021075319003,1,0
1,1,1.6723517274916169,-0.4884406035463855,0.8498099428380168,-0.9363887097652569,1,6.0,0.06871619532181635,0,1
3,0,-0.074005316572398,-0.4884406035463855,-0.31346815640658243,0.4494861564478739,0,5.0,-0.5899021075319003,1,0
3,0,-0.557040243653934,-0.4884406035463855,-0.47946067913625917,0.4494861564478739,1,5.0,-0.5899021075319003,1,0
3,0,0.5576557419188415,-0.4884406035463855,-0.3321803946184322,0.4494861564478739,0,5.0,-0.5899021075319003,1,0
3,0,0.9292210704430999,-0.4884406035463855,-0.4701045600303343,0.4494861564478739,2,5.0,-0.5899021075319003,1,0
3,0,-0.6313533093587858,-0.4884406035463855,-0.4569292731053709,0.4494861564478739,0,5.0,-0.5899021075319003,1,0
3,1,-0.18547491512967554,2.1691881825618955,-0.4064062299333766,0.4494861564478739,0,6.0,0.727334498175533,0,1
3,0,2.6384215816546885,-0.4884406035463855,-0.4697153454755278,0.4494861564478739,2,5.0,-0.5899021075319003,1,0
3,0,-0.7056663750636374,-0.4884406035463855,-0.4421147941130494,0.4494861564478739,0,5.0,-0.5899021075319003,1,0
3,0,0.2604034790994346,-0.4884406035463855,-0.4669871011442401,0.4494861564478739,1,5.0,-0.5899021075319003,1,0
3,0,0.6319688076236931,-0.4884406035463855,-0.4846851360450076,0.4494861564478739,2,5.0,-0.5899021075319003,1,0
2,1,-0.11116184942482385,-0.4884406035463855,-0.3714760948633167,0.4494861564478739,0,7.0,-0.5899021075319003,1,1
1,0,-0.8542925064733409,-0.4884406035463855,0.32087671897512376,-3.3478109769761044,0,5.0,-0.5899021075319003,1,0
3,1,-0.036848783719972154,4.826816968670177,-0.22037477130263003,0.4494861564478739,0,6.0,2.044571103882966,0,0
3,1,-2.1176146234558195,0.840373789507755,-0.4064062299333766,0.4494861564478739,0,3.0,0.727334498175533,0,1
